,Vcc,airspeed,alt,alt_error,altgps,armed,bat_temp,bat_voltage,battery %,climb,current,differential_pressure,ekf,groundspeed,heading,lat,lon,mode,nav_bearing,nav_pitch,nav_roll,pitch,pitchspeed,pressure,pressure_temperature,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,roll,rollspeed,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8,state,throttle,wp_dist,xacc,xgyro,xmag,yacc,yaw,yawspeed,ygyro,ymag,zacc,zgyro,zmag
7527103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527103,,,,,,0,,,,,,,0,,,,,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,CRITICAL,,,,,,,,,,,,,
7527103,4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527103,,,,0.21745167672634125,,,,,,,,,,,,,,,-85.0,0.7607001066207886,-2.107409715652466,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
7527103,,0.0,-0.20999999344348907,,,,,,,0.002429771702736616,,,,0.010334943421185017,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
3232142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
7527110,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7527111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,-25,0,13,,,43,0,-1016,-40,0
7527111,,,,,,,,,,,,0.0,,,,,,,,,,,,1030.0999755859375,3167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527111,,,,,,,32767.0,14620.0,96.0,,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527203,,,,,,,,,,,,,,,,,,,,,,0.013284038752317429,-2.1984335035085678e-05,,,,,,,,,,,-0.036781445145606995,-0.0005351006984710693,,,,,,,,,,,,,,,,-1.4865461587905884,0.00037175603210926056,,,,,
7527203,,,,,-220,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527203,,,,,,0,,,,,,,0,,,,,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,CRITICAL,,,,,,,,,,,,,
7527203,4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527203,,,,0.21777278184890747,,,,,,,,,,,,,,,-85.0,0.7612244486808777,-2.107409715652466,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
7527203,,0.0,-0.2199999988079071,,,,,,,0.0020235583651810884,,,,0.010582976043224335,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
3232240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
7527209,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7527210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,-30,0,12,,,42,0,-1012,-45,0
7527211,,,,,,,,,,,,0.0,,,,,,,,,,,,1030.5999755859375,3167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527211,,,,,,,32767.0,14617.0,96.0,,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527303,,,,,,,,,,,,,,,,,,,,,,0.013267003931105137,-0.00010490976274013519,,,,,,,,,,,-0.036783523857593536,-0.0002465955913066864,,,,,,,,,,,,,,,,-1.4865713119506836,0.00046014413237571716,,,,,
7527303,,,,,-220,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527303,,,,,,0,,,,,,,0,,,,,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,CRITICAL,,,,,,,,,,,,,
7527303,4793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527303,,,,0.21792741119861603,,,,,,,,,,,,,,,-85.0,0.7601974606513977,-2.10752010345459,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
