,Vcc,airspeed,alt,alt_error,altgps,armed,bat_temp,bat_voltage,battery %,climb,current,differential_pressure,ekf,groundspeed,heading,lat,lon,mode,nav_bearing,nav_pitch,nav_roll,pitch,pitchspeed,pressure,pressure_temperature,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,roll,rollspeed,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8,state,throttle,wp_dist,xacc,xgyro,xmag,yacc,yaw,yawspeed,ygyro,ymag,zacc,zgyro,zmag
138598,,,,,,,,,,,,,,,,,,,,,,-0.014463735744357109,-0.00037746643647551537,,,,,,,,,,,-0.0608084611594677,-0.0017129406332969666,,,,,,,,,,,,,,,,-0.32311978936195374,-0.002344956621527672,,,,,
138598,,,,,-170,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138598,,,,,,0,,,,,,,0,,,,,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,STANDBY,,,,,,,,,,,,,
138598,4771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138598,,,,0.18376006186008453,,,,,,,,,,,,,,,-18.0,-0.8285169005393982,-3.4843690395355225,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
138598,,0.0,-0.17000000178813934,,,,,,,-0.011429504491388798,,,,0.1342853605747223,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
138600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
138603,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,
138603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,-29,0,30,,,8,0,-993,-22,0
138603,,,,,,,,,,,,0.0,,,,,,,,,,,,1026.0,2345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138603,,,,,,,32767.0,14452.0,99.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139598,,,,,,,,,,,,,,,,,,,,,,-0.014412086457014084,-0.0004670191556215286,,,,,,,,,,,-0.0608159638941288,-0.0013894475996494293,,,,,,,,,,,,,,,,-0.32340487837791443,-0.002859815489500761,,,,,
139598,,,,,-170,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139598,,,,,,0,,,,,,,0,,,,,ALT_HOLD,,,,,,,,,,,,,,,,,,,,,,,,,,STANDBY,,,,,,,,,,,,,
139598,4758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139598,,,,0.0,,,,,,,,,,,,,,,-18.0,-0.8255599141120911,-3.4845449924468994,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
139598,,0.0,-0.17000000178813934,,,,,,,-0.011955545283854008,,,,0.1325669139623642,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
139602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
139603,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,
139606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,-32,0,60,,,10,0,-990,-19,0
139608,,,,,,,,,,,,0.0,,,,,,,,,,,,1026.0,2345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139608,,,,,,,32767.0,14460.0,99.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140596,,,,,,,,,,,,,,,,,,,,,,-0.0143654253333807,-0.0009746281430125237,,,,,,,,,,,-0.06062280386686325,-0.0021450109779834747,,,,,,,,,,,,,,,,-0.3237614929676056,-0.002159403171390295,,,,,
140596,,,,,-170,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
