,Vcc,airspeed,alt,alt_error,altgps,armed,climb,differential_pressure,ekf,groundspeed,heading,lat,lon,mode,nav_bearing,nav_pitch,nav_roll,pitch,pitchspeed,pressure,pressure_temperature,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,roll,rollspeed,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8,state,throttle,wp_dist,xacc,xgyro,xmag,yacc,yaw,yawspeed,ygyro,ymag,zacc,zgyro,zmag
1282598,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282598,,0.0,0.0,,,,0.0009873936651274562,,,0.24657504260540009,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1282601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1283598,,,,,,,,,,,,,,,,,,0.006074313074350357,-0.0011778250336647034,,,,,,,,,,,0.0027535930275917053,0.0006062348838895559,,,,,,,,,,,,,,,,0.2809271514415741,-0.0018352031474933028,,,,,
1283598,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283598,,0.0,0.0,,,,0.00015108341176528484,,,0.24420002102851868,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1283601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1284598,,,,,,,,,,,,,,,,,,0.0060545047745108604,-0.0015032845549285412,,,,,,,,,,,0.002754129469394684,0.00022412673570215702,,,,,,,,,,,,,,,,0.27903324365615845,-0.001534504466690123,,,,,
1284598,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284598,,0.0,0.0,,,,-0.0014694581041112542,,,0.2404121309518814,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1284601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1285598,,,,,,,,,,,,,,,,,,0.006131896749138832,-0.00011446373537182808,,,,,,,,,,,0.0026757344603538513,0.0008509025210514665,,,,,,,,,,,,,,,,0.27737322449684143,-0.001534525421448052,,,,,
1285598,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285598,,0.0,0.0,,,,8.087210517260246e-06,,,0.23591862618923187,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1285601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1286538,,,,,,,,,,,,,,,,,,0.0061743780970573425,-0.0001290380023419857,,,,,,,,,,,0.00263986736536026,0.0004322436871007085,,,,,,,,,,,,,,,,0.2754775583744049,-0.0014607318444177508,,,,,
1286538,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286538,,0.0,0.0,,,,-0.003225554246455431,,,0.2332545965909958,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1286541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1286938,,,,,,,,,,,,,,,,,,0.006199655123054981,-0.0005568298511207104,,,,,,,,,,,0.002587702125310898,0.0002590644871816039,,,,,,,,,,,,,,,,0.27472007274627686,-0.0018539481097832322,,,,,
1286938,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286938,,0.0,0.0,,,,-0.003811964998021722,,,0.23295678198337555,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1286941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1287338,,,,,,,,,,,,,,,,,,0.00628020241856575,-0.0005534635856747627,,,,,,,,,,,0.0025589987635612488,0.0003827645559795201,,,,,,,,,,,,,,,,0.27401214838027954,-0.0011503484565764666,,,,,
1287338,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287338,,0.0,0.0,,,,-0.0017544255824759603,,,0.23152223229408264,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1287341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1287738,,,,,,,,,,,,,,,,,,0.006294649094343185,-0.0004682629369199276,,,,,,,,,,,0.0025332756340503693,0.000817350170109421,,,,,,,,,,,,,,,,0.27339744567871094,-0.002361433580517769,,,,,
1287738,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287738,,0.0,0.0,,,,-0.0003301816468592733,,,0.23234164714813232,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1287741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1288138,,,,,,,,,,,,,,,,,,0.006311236880719662,-0.0005035023204982281,,,,,,,,,,,0.0024834051728248596,-0.0008102029096335173,,,,,,,,,,,,,,,,0.2726092040538788,-0.0023185396566987038,,,,,
1288138,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288138,,0.0,0.0,,,,-0.0002493804495315999,,,0.23048366606235504,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1288141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1288538,,,,,,,,,,,,,,,,,,0.006347319111227989,0.00016712583601474762,,,,,,,,,,,0.0024835392832756042,0.0008207870414480567,,,,,,,,,,,,,,,,0.27168285846710205,-0.0017629985231906176,,,,,
1288538,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288538,,0.0,0.0,,,,8.043005800573155e-05,,,0.2296614795923233,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1288541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1288938,,,,,,,,,,,,,,,,,,0.006368131376802921,-0.0006283423863351345,,,,,,,,,,,0.002466011792421341,0.0004408300155773759,,,,,,,,,,,,,,,,0.270876944065094,-0.0018428724724799395,,,,,
1288938,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288938,,0.0,0.0,,,,-6.616339669562876e-05,,,0.22815868258476257,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1288941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1289338,,,,,,,,,,,,,,,,,,0.006423975341022015,-0.00035670027136802673,,,,,,,,,,,0.0024966485798358917,4.01459401473403e-05,,,,,,,,,,,,,,,,0.2700258195400238,-0.0018854958470910788,,,,,
1289338,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289338,,0.0,0.0,,,,-0.0009973447304219007,,,0.22677893936634064,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1289341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1289738,,,,,,,,,,,,,,,,,,0.006460496690124273,0.00022040260955691338,,,,,,,,,,,0.0025497563183307648,-0.0003025704063475132,,,,,,,,,,,,,,,,0.26931238174438477,-0.0019016945734620094,,,,,
1289738,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289738,,0.0,0.0,,,,-0.0017456111963838339,,,0.22349102795124054,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1289741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1290138,,,,,,,,,,,,,,,,,,0.006531710270792246,-0.0006133005954325199,,,,,,,,,,,0.002562008798122406,8.528376929461956e-05,,,,,,,,,,,,,,,,0.26849034428596497,-0.0023600258864462376,,,,,
1290138,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290138,,0.0,0.0,,,,-0.0016635956708341837,,,0.2207416594028473,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1290141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1290538,,,,,,,,,,,,,,,,,,0.0065236771479249,6.375787779688835e-05,,,,,,,,,,,0.00263025239109993,-0.00044958957005292177,,,,,,,,,,,,,,,,0.2676568925380707,-0.0020879432559013367,,,,,
1290538,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290538,,0.0,0.0,,,,-0.001541394623927772,,,0.21851931512355804,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1290541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1290938,,,,,,,,,,,,,,,,,,0.0065104542300105095,2.6178546249866486e-05,,,,,,,,,,,0.002619616687297821,0.0008355255704373121,,,,,,,,,,,,,,,,0.26675382256507874,-0.0020844098180532455,,,,,
1290938,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290938,,0.0,0.0,,,,-0.0009741694084368646,,,0.21688948571681976,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1290941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1291338,,,,,,,,,,,,,,,,,,0.006542513146996498,-0.0016475222073495388,,,,,,,,,,,0.002568192780017853,0.0006007876945659518,,,,,,,,,,,,,,,,0.2660098373889923,-0.0018564695492386818,,,,,
1291338,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291338,,0.0,0.0,,,,-0.0003262593818362802,,,0.21602091193199158,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1291341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1291738,,,,,,,,,,,,,,,,,,0.006565282121300697,-0.0003905445337295532,,,,,,,,,,,0.0025213100016117096,-0.0002214114647358656,,,,,,,,,,,,,,,,0.26522284746170044,-0.0030624601058661938,,,,,
1291738,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291738,,0.0,0.0,,,,0.0003491363604553044,,,0.21613620221614838,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1291741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1292138,,,,,,,,,,,,,,,,,,0.006534132175147533,-0.00016023311764001846,,,,,,,,,,,0.0025799721479415894,0.0007633386412635446,,,,,,,,,,,,,,,,0.26438114047050476,-0.0018523242324590683,,,,,
1292138,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292138,,0.0,0.0,,,,0.0003138276224490255,,,0.21507760882377625,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1292141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1292538,,,,,,,,,,,,,,,,,,0.0065093692392110825,-0.00033387402072548866,,,,,,,,,,,0.0025500282645225525,0.00014100526459515095,,,,,,,,,,,,,,,,0.26352715492248535,-0.0024249237030744553,,,,,
1292538,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292538,,0.0,0.0,,,,-0.0001310720108449459,,,0.2142021805047989,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1292541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1292938,,,,,,,,,,,,,,,,,,0.006561653688549995,5.166279152035713e-05,,,,,,,,,,,0.002617359161376953,0.00040978239849209785,,,,,,,,,,,,,,,,0.26265257596969604,-0.00217404100112617,,,,,
1292938,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292938,,0.0,0.0,,,,-0.001151624834164977,,,0.21339558064937592,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1292941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1293338,,,,,,,,,,,,,,,,,,0.006595620885491371,0.00044481223449110985,,,,,,,,,,,0.0026349015533924103,4.139880184084177e-05,,,,,,,,,,,,,,,,0.26176249980926514,-0.0023301050532609224,,,,,
1293338,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293338,,0.0,0.0,,,,-0.0033182085026055574,,,0.21420519053936005,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1293341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1293738,,,,,,,,,,,,,,,,,,0.006544175557792187,-0.0014724661596119404,,,,,,,,,,,0.0026295967400074005,0.00014837970957159996,,,,,,,,,,,,,,,,0.26096922159194946,-0.0017339285695925355,,,,,
1293738,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293738,,0.0,0.0,,,,-0.004555652383714914,,,0.21146482229232788,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1293741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1294138,,,,,,,,,,,,,,,,,,0.006574178580194712,-0.0006976332515478134,,,,,,,,,,,0.002535000443458557,0.0009538056328892708,,,,,,,,,,,,,,,,0.2601625621318817,-0.0024539330042898655,,,,,
1294138,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294138,,0.0,0.0,,,,-0.003588136751204729,,,0.20931977033615112,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1294141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1294538,,,,,,,,,,,,,,,,,,0.006538667716085911,-0.00047527672722935677,,,,,,,,,,,0.0025818683207035065,2.7089379727840424e-05,,,,,,,,,,,,,,,,0.2592305839061737,-0.0016941394424065948,,,,,
1294538,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294538,,0.0,0.0,,,,-0.0009407042525708675,,,0.20840542018413544,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1294541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1294938,,,,,,,,,,,,,,,,,,0.006505077239125967,2.8145499527454376e-05,,,,,,,,,,,0.002617672085762024,0.0013483201619237661,,,,,,,,,,,,,,,,0.2582349181175232,-0.002328107599169016,,,,,
1294938,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294938,,0.0,0.0,,,,-0.0004939245991408825,,,0.20803256332874298,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1294941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1295338,,,,,,,,,,,,,,,,,,0.006488640792667866,-0.0005558626726269722,,,,,,,,,,,0.0026810653507709503,0.0006597463507205248,,,,,,,,,,,,,,,,0.2573266923427582,-0.0016776039265096188,,,,,
1295338,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295338,,0.0,0.0,,,,-0.0003265167470090091,,,0.20935535430908203,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1295341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1295738,,,,,,,,,,,,,,,,,,0.00648870412260294,-0.0003468901850283146,,,,,,,,,,,0.0026388652622699738,0.0009393516229465604,,,,,,,,,,,,,,,,0.25619685649871826,-0.0027132565155625343,,,,,
1295738,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295738,,0.0,0.0,,,,-0.0006651442963629961,,,0.2114323526620865,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1295741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1296138,,,,,,,,,,,,,,,,,,0.006578170694410801,-0.0005867667496204376,,,,,,,,,,,0.002683136612176895,0.001154961995780468,,,,,,,,,,,,,,,,0.25510844588279724,-0.0017046554712578654,,,,,
1296138,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296138,,0.0,0.0,,,,-0.0023406643886119127,,,0.21247997879981995,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1296141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1296538,,,,,,,,,,,,,,,,,,0.006550434976816177,0.00016052089631557465,,,,,,,,,,,0.0027192384004592896,0.000963232247158885,,,,,,,,,,,,,,,,0.254293292760849,-0.0023372964933514595,,,,,
1296538,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296538,,0.0,0.0,,,,-0.002768584294244647,,,0.21304909884929657,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1296541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1296938,,,,,,,,,,,,,,,,,,0.006609316915273666,6.948085501790047e-05,,,,,,,,,,,0.002717815339565277,0.0006840026471763849,,,,,,,,,,,,,,,,0.2535354197025299,-0.0019825585186481476,,,,,
1296938,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296938,,0.0,0.0,,,,-0.0044051650911569595,,,0.21413655579090118,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1296941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1297338,,,,,,,,,,,,,,,,,,0.006614901125431061,9.7702257335186e-05,,,,,,,,,,,0.0026902295649051666,8.948135655373335e-05,,,,,,,,,,,,,,,,0.25277313590049744,-0.0017025102861225605,,,,,
1297338,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297338,,0.0,0.0,,,,-0.0044915988110005856,,,0.2147739976644516,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1297341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1297738,,,,,,,,,,,,,,,,,,0.006626020185649395,-0.0007320297881960869,,,,,,,,,,,0.0027133524417877197,0.00017789739649742842,,,,,,,,,,,,,,,,0.2517853379249573,-0.002209046855568886,,,,,
1297738,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297738,,0.0,0.0,,,,-0.003733039600774646,,,0.21377922594547272,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1297741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1298138,,,,,,,,,,,,,,,,,,0.0065674977377057076,-0.0006310222670435905,,,,,,,,,,,0.002684779465198517,0.00012143643107265234,,,,,,,,,,,,,,,,0.2507258355617523,-0.0029270926024764776,,,,,
1298138,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298138,,0.0,0.0,,,,-0.0041411081328988075,,,0.21369022130966187,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1298141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1298538,,,,,,,,,,,,,,,,,,0.006592690013349056,0.0003061369061470032,,,,,,,,,,,0.0027110427618026733,0.0007344607729464769,,,,,,,,,,,,,,,,0.24972282350063324,-0.001978872809559107,,,,,
1298538,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298538,,0.0,0.0,,,,-0.0037840204313397408,,,0.21605055034160614,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1298541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1298938,,,,,,,,,,,,,,,,,,0.006709837354719639,0.00043907295912504196,,,,,,,,,,,0.002709820866584778,0.00021979899611324072,,,,,,,,,,,,,,,,0.2488105148077011,-0.0029558748938143253,,,,,
1298938,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298938,,0.0,0.0,,,,-0.002869213465601206,,,0.21707984805107117,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1298941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1299338,,,,,,,,,,,,,,,,,,0.006811489351093769,-0.0007954519242048264,,,,,,,,,,,0.002756703644990921,5.441601388156414e-06,,,,,,,,,,,,,,,,0.2478540986776352,-0.0019655334763228893,,,,,
1299338,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299338,,0.0,0.0,,,,-0.00036577892024070024,,,0.21848559379577637,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1299341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1299738,,,,,,,,,,,,,,,,,,0.006802397780120373,-0.0005089119076728821,,,,,,,,,,,0.002779819071292877,0.0019328129710629582,,,,,,,,,,,,,,,,0.2467881441116333,-0.0025549305137246847,,,,,
1299738,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299738,,0.0,0.0,,,,0.000553873076569289,,,0.216408833861351,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1299741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1300138,,,,,,,,,,,,,,,,,,0.006830193102359772,-0.00021305633708834648,,,,,,,,,,,0.0028113536536693573,0.0011903684353455901,,,,,,,,,,,,,,,,0.24588966369628906,-0.002270944882184267,,,,,
