1125601,,,,,,,,,,,,,,,,,,,,,,0.22727374732494354,-0.004552552476525307,,,,,,,,,,,0.013759702444076538,0.00010246317833662033,,,,,,,,,,,,,,,,0.6702249050140381,0.002393667586147785,,,,,
1125602,,,,,-40,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125602,,,,,,1,,,,,,,0,,,,,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,
1125602,4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125602,,,,-0.019488243386149406,,,,,,,,,,,,,,,32.0,12.929540634155273,0.4760432243347168,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1125602,,0.0,-0.03999999910593033,,,,,,,0.00015416444512084126,,,,0.8148083686828613,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1125603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1125605,,,,,,,,,,,,0.0,,,,,,,,,,,,970.699951171875,1412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125605,,,,,,,32767.0,15071.0,100.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126601,,,,,,,,,,,,,,,,,,,,,,0.22494874894618988,-0.002669574460014701,,,,,,,,,,,0.013568000867962837,0.0005954287480562925,,,,,,,,,,,,,,,,0.6724931597709656,0.004406716208904982,,,,,
1126602,,,,,-40,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126602,,,,,,1,,,,,,,0,,,,,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,
1126602,4726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126602,,,,-0.01975947804749012,,,,,,,,,,,,,,,32.0,12.929540634155273,0.4760432243347168,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1126602,,0.0,-0.03999999910593033,,,,,,,-0.001990268938243389,,,,0.8089131712913513,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1126603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1126605,,,,,,,,,,,,0.0,,,,,,,,,,,,970.5999755859375,1413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126605,,,,,,,32767.0,15075.0,100.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127602,,,,,,,,,,,,,,,,,,,,,,0.22448615729808807,-0.0014684500638395548,,,,,,,,,,,0.013419019058346748,-0.0009737077634781599,,,,,,,,,,,,,,,,0.6773438453674316,0.007975144311785698,,,,,
1127602,,,,,-40,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127602,,,,,,1,,,,,,,0,,,,,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,
