,Vcc,airspeed,alt,alt_error,altgps,armed,bat_temp,bat_voltage,battery %,climb,current,differential_pressure,ekf,groundspeed,heading,lat,lon,mode,nav_bearing,nav_pitch,nav_roll,pitch,pitchspeed,pressure,pressure_temperature,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,roll,rollspeed,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8,state,throttle,wp_dist,xacc,xgyro,xmag,yacc,yaw,yawspeed,ygyro,ymag,zacc,zgyro,zmag
1081678,,,,,,,,,,,,,,,,,,,,,,0.22540219128131866,-0.0018680708017200232,,,,,,,,,,,0.00829194113612175,0.0005510409828275442,,,,,,,,,,,,,,,,0.5581347942352295,0.003849643748253584,,,,,
1081678,,,,,-40,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081678,,,,,,0,,,,,,,0,,,,,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,STANDBY,,,,,,,,,,,,,
1081678,4721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081678,,,,-0.01950247213244438,,,,,,,,,,,,,,,31.0,12.914438247680664,0.4757084548473358,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1081678,,0.0,-0.03999999910593033,,,,,,,-0.0006435146206058562,,,,0.15270096063613892,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
1081681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1081683,,,,,,,,,,,,0.0,,,,,,,,,,,,970.7999877929688,1412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081683,,,,,,,32767.0,15070.0,100.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082678,,,,,,,,,,,,,,,,,,,,,,0.22553837299346924,-0.0011252916883677244,,,,,,,,,,,0.008313152939081192,0.0006586983799934387,,,,,,,,,,,,,,,,0.5608862042427063,0.003266272833570838,,,,,
1082678,,,,,-40,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082678,,,,,,0,,,,,,,0,,,,,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,STANDBY,,,,,,,,,,,,,
1082678,4721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082678,,,,-0.0196529570966959,,,,,,,,,,,,,,,32.0,12.922389030456543,0.4767475128173828,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1082678,,0.0,-0.03999999910593033,,,,,,,0.0011184313334524632,,,,0.15578895807266235,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
1082681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
