,Vcc,airspeed,alt,alt_error,altgps,armed,climb,differential_pressure,ekf,groundspeed,heading,lat,lon,mode,nav_bearing,nav_pitch,nav_roll,pitch,pitchspeed,pressure,pressure_temperature,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,roll,rollspeed,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8,state,throttle,wp_dist,xacc,xgyro,xmag,yacc,yaw,yawspeed,ygyro,ymag,zacc,zgyro,zmag
1703371,,,,,,,,,,,,,,,,,,0.008192249573767185,1.042848452925682e-05,,,,,,,,,,,-0.0012022815644741058,0.0010335188126191497,,,,,,,,,,,,,,,,1.111905813217163,-0.0002612903481349349,,,,,
1703371,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703371,,0.0,0.0,,,,0.0003197946643922478,,,0.10209435969591141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1703374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1704371,,,,,,,,,,,,,,,,,,0.008075946010649204,-0.000397734809666872,,,,,,,,,,,-0.0012825950980186462,-8.917367085814476e-05,,,,,,,,,,,,,,,,1.1115492582321167,-0.00042381323873996735,,,,,
1704371,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704371,,0.0,0.0,,,,0.0008893655613064766,,,0.09835892170667648,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
1704374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1705371,,,,,,,,,,,,,,,,,,0.008227156475186348,0.0013593989424407482,,,,,,,,,,,-0.0012927129864692688,-0.00035871186992153525,,,,,,,,,,,,,,,,1.1115384101867676,0.005048066843301058,,,,,
1705371,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705371,,0.0,0.0,,,,0.0017490938771516085,,,0.09673779457807541,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,
1705374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,1488,1488,1512,1450,1450,1450,1450,,,,,,,,,,,,,,
1706371,,,,,,,,,,,,,,,,,,0.008346064016222954,-0.0011262455955147743,,,,,,,,,,,-0.0007130429148674011,-0.003906438127160072,,,,,,,,,,,,,,,,1.182075023651123,0.08623267710208893,,,,,
1706371,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706371,,0.0,0.0,,,,0.0018624592339619994,,,0.09680923074483871,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,
1706374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,1488,1488,1512,1450,1450,1450,1450,,,,,,,,,,,,,,
1706921,,,,,,,,,,,,,,,,,,0.009171653538942337,-0.005861856043338776,,,,,,,,,,,-0.0020174123346805573,0.010372740216553211,,,,,,,,,,,,,,,,1.2305893898010254,0.08856232464313507,,,,,
1706921,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706921,,0.0,0.0,,,,-0.001024854020215571,,,0.09601268172264099,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,
1706924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510,1490,1490,1510,1450,1450,1450,1450,,,,,,,,,,,,,,
1707321,,,,,,,,,,,,,,,,,,0.008399632759392262,0.0028107790276408195,,,,,,,,,,,0.0015761107206344604,0.001954425359144807,,,,,,,,,,,,,,,,1.2640900611877441,0.07092040032148361,,,,,
