,Vcc,airspeed,alt,alt_error,altgps,armed,bat_temp,bat_voltage,battery %,climb,current,differential_pressure,ekf,groundspeed,heading,lat,lon,mode,nav_bearing,nav_pitch,nav_roll,pitch,pitchspeed,pressure,pressure_temperature,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,roll,rollspeed,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8,state,throttle,wp_dist,xacc,xgyro,xmag,yacc,yaw,yawspeed,ygyro,ymag,zacc,zgyro,zmag
1686215,,,,,,,,,,,,,,,,,,,,,,-0.00012447452172636986,-0.003923523239791393,,,,,,,,,,,0.0035791248083114624,0.005976260174065828,,,,,,,,,,,,,,,,-0.11932069063186646,-0.003336475696414709,,,,,
1686215,,,,,-750,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686215,,,,,,1,,,,,,,0,,,,,ALT_HOLD,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,
1686215,4735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686215,,,,-0.00564918527379632,,,,,,,,,,,,,,,-6.0,2.614435834402684e-05,-0.00014270695101004094,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1686215,,0.0,-0.75,,,,,,,-0.014076853170990944,,,,0.17819806933403015,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,
1686217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501,1498,1498,1501,1518,1531,1515,1527,,,,,,,,,,,,,,
1686219,,,,,,,,,,,,0.0,,,,,,,,,,,,1035.5,1937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686219,,,,,,,32767.0,15135.0,100.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686615,,,,,,,,,,,,,,,,,,,,,,-0.0009248559363186359,0.007837518118321896,,,,,,,,,,,0.0012132003903388977,0.04836093261837959,,,,,,,,,,,,,,,,-0.11907058954238892,-0.0010211676126345992,,,,,
1686615,,,,,-760,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686615,,,,,,1,,,,,,,0,,,,,ALT_HOLD,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,
1686615,4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686615,,,,-0.004616699181497097,,,,,,,,,,,,,,,-6.0,2.614435834402684e-05,-0.00014270695101004094,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1686615,,0.0,-0.7599999904632568,,,,,,,-0.017961475998163223,,,,0.1755865216255188,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,
1686617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501,1498,1498,1501,1529,1508,1525,1504,,,,,,,,,,,,,,
1686619,,,,,,,,,,,,0.0,,,,,,,,,,,,1035.699951171875,1936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686619,,,,,,,32767.0,15134.0,100.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687015,,,,,,,,,,,,,,,,,,,,,,8.10469500720501e-05,-7.470697164535522e-05,,,,,,,,,,,-0.0027469880878925323,0.026723111048340797,,,,,,,,,,,,,,,,-0.11933524161577225,0.0007429025135934353,,,,,
1687015,,,,,-750,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687015,,,,,,1,,,,,,,0,,,,,ALT_HOLD,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,
1687015,4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687015,,,,-0.0039955140091478825,,,,,,,,,,,,,,,-6.0,2.614435834402684e-05,-0.00014270695101004094,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1687015,,0.0,-0.75,,,,,,,-0.018688546493649483,,,,0.1778906285762787,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,
1687017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1499,1498,1501,1541,1499,1536,1494,,,,,,,,,,,,,,
1687019,,,,,,,,,,,,0.0,,,,,,,,,,,,1035.0999755859375,1937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687019,,,,,,,32767.0,15139.0,100.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687415,,,,,,,,,,,,,,,,,,,,,,0.0003115672152489424,-0.0006525181233882904,,,,,,,,,,,-0.00281592458486557,-0.012837992049753666,,,,,,,,,,,,,,,,-0.12026851624250412,-0.0004103098763152957,,,,,
1687415,,,,,-750,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687415,,,,,,1,,,,,,,0,,,,,ALT_HOLD,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,
1687415,4740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687415,,,,-0.00508476234972477,,,,,,,,,,,,,,,-6.0,2.614435834402684e-05,-0.00014270695101004094,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1687415,,0.0,-0.75,,,,,,,-0.012985078617930412,,,,0.18226487934589386,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,
1687417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501,1498,1498,1501,1546,1503,1542,1498,,,,,,,,,,,,,,
1687419,,,,,,,,,,,,0.0,,,,,,,,,,,,1035.2999267578125,1937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687419,,,,,,,32767.0,15131.0,100.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687815,,,,,,,,,,,,,,,,,,,,,,-0.00020448071882128716,-0.03259395807981491,,,,,,,,,,,0.00015398114919662476,0.02747366391122341,,,,,,,,,,,,,,,,-0.1214841678738594,-0.004073161631822586,,,,,
1687815,,,,,-750,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687815,,,,,,1,,,,,,,0,,,,,ALT_HOLD,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,,,,,,,,,,,,,
1687815,4737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687815,,,,-0.2305452674627304,,,,,,,,,,,,,,,-6.0,2.614435834402684e-05,-0.00014270695101004094,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
