,Vcc,airspeed,alt,alt_error,altgps,armed,climb,differential_pressure,ekf,groundspeed,heading,lat,lon,mode,nav_bearing,nav_pitch,nav_roll,pitch,pitchspeed,pressure,pressure_temperature,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,roll,rollspeed,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8,state,throttle,wp_dist,xacc,xgyro,xmag,yacc,yaw,yawspeed,ygyro,ymag,zacc,zgyro,zmag
1559.109362,,,0.43,,,,,,,,354.0,0.0,0.0,,,,,-0.03486350551247597,,,,,,,,,,,,-0.03486350551247597,,,,,,,,,,,,,,,,,,,,,,,
1559.461118,,,0.41,,,,,,,,354.0,0.0,0.0,,,,,-0.0286388136446476,,,,,,,,,,,,-0.0286388136446476,,,,,,,,,,,,,,,,,,,,,,,
1559.508733,,,0.41,,,,,,,,353.0,0.0,0.0,,,,,-0.0286388136446476,,,,,,,,,,,,-0.0286388136446476,,,,,,,,,,,,,,,,,,,,,,,
1561.029438,,,0.38,,,,,,,,351.0,0.0,0.0,,,,,-0.028303150087594986,,,,,,,,,,,,-0.028303150087594986,,,,,,,,,,,,,,,,,,,,,,,
1561.487121,,,0.36,,,,,,,,350.0,0.0,0.0,,,,,-0.03427201882004738,,,,,,,,,,,,-0.03427201882004738,,,,,,,,,,,,,,,,,,,,,,,
1562.482804,,,0.31,,,,,,,,355.0,0.0,0.0,,,,,0.005457103252410889,,,,,,,,,,,,0.005457103252410889,,,,,,,,,,,,,,,,,,,,,,,
1563.862807,,,0.31,,,,,,,,351.0,0.0,0.0,,,,,0.0015890225768089294,,,,,,,,,,,,0.0015890225768089294,,,,,,,,,,,,,,,,,,,,,,,
1563.952807,,,0.3,,,,,,,,351.0,0.0,0.0,,,,,0.002300690859556198,,,,,,,,,,,,0.002300690859556198,,,,,,,,,,,,,,,,,,,,,,,
1564.372854,,,0.3,,,,,,,,351.0,0.0,0.0,,,,,-0.0002363063395023346,,,,,,,,,,,,-0.0002363063395023346,,,,,,,,,,,,,,,,,,,,,,,
1564.836571,,,0.3,,,,,,,,351.0,0.0,0.0,,,,,0.0011462420225143433,,,,,,,,,,,,0.0011462420225143433,,,,,,,,,,,,,,,,,,,,,,,
1565.280435,,,0.3,,,,,,,,351.0,0.0,0.0,,,,,-0.0012768469750881195,,,,,,,,,,,,-0.0012768469750881195,,,,,,,,,,,,,,,,,,,,,,,
1565.577548,,,0.3,,,,,,,,352.0,0.0,0.0,,,,,0.0002559944987297058,,,,,,,,,,,,0.0002559944987297058,,,,,,,,,,,,,,,,,,,,,,,
1565.967727,,,0.3,,,,,,,,352.0,0.0,0.0,,,,,0.0014754794538021088,,,,,,,,,,,,0.0014754794538021088,,,,,,,,,,,,,,,,,,,,,,,
1566.18183,,,0.3,,,,,,,,351.0,0.0,0.0,,,,,0.0014754794538021088,,,,,,,,,,,,0.0014754794538021088,,,,,,,,,,,,,,,,,,,,,,,
1566.397697,,,0.3,,,,,,,,351.0,0.0,0.0,,,,,0.0019772090017795563,,,,,,,,,,,,0.0019772090017795563,,,,,,,,,,,,,,,,,,,,,,,
1566.821153,,,0.32,,,,,,,,351.0,0.0,0.0,,,,,0.0008375905454158783,,,,,,,,,,,,0.0008375905454158783,,,,,,,,,,,,,,,,,,,,,,,
