37.851615,-6.332260;37.851615,-6.332081;37.851615,-6.331903;37.851615,-6.331724;37.851615,-6.331545;37.851615,-6.331367;37.851615,-6.331188;37.851615,-6.331010;37.851615,-6.330831;37.851615,-6.330653;37.851615,-6.330474;37.851615,-6.330296;37.851615,-6.330117;37.851615,-6.329938;37.851615,-6.329760;37.851615,-6.329581;37.851615,-6.329403;37.851615,-6.329224;37.851615,-6.329046;37.851615,-6.328867;37.851615,-6.328688;37.851615,-6.328510;37.851615,-6.328331;37.851615,-6.328153;37.851615,-6.327974;37.851615,-6.327796;37.851615,-6.327617;37.851615,-6.327438;37.851615,-6.327260;37.851615,-6.327081;37.851615,-6.326903;37.851615,-6.326724;37.851615,-6.326546;37.851615,-6.326367;37.851615,-6.326188;37.851615,-6.326010;37.851615,-6.325831;37.851615,-6.325653;37.851615,-6.325474;37.851615,-6.325296;37.851615,-6.325117;37.851615,-6.324938;37.851615,-6.324760;37.851615,-6.324581;37.851615,-6.324403;37.851615,-6.324224;37.851615,-6.324046;37.851615,-6.323867;37.851615,-6.323688;37.851615,-6.323510;37.851615,-6.323331;37.851615,-6.323153;37.851615,-6.322974;37.851615,-6.322796;37.851615,-6.322617;37.851615,-6.322438;37.851615,-6.322260;37.851615,-6.322081;37.851615,-6.321903;37.851615,-6.321724;37.851615,-6.321546;37.851615,-6.321367;37.851615,-6.321188;37.851615,-6.321010;37.851615,-6.320831;37.851615,-6.320653;37.851615,-6.320474;37.851615,-6.320296;37.851615,-6.320117;37.851615,-6.319939;37.851615,-6.319760;37.851615,-6.319581;37.851615,-6.319403;37.851615,-6.319224;37.851615,-6.319046;37.851615,-6.318867;37.851615,-6.318689;37.851615,-6.318510;37.851615,-6.318331;37.851615,-6.318153;37.851615,-6.317974;37.851615,-6.317796;37.851615,-6.317617;37.851615,-6.317438;37.851615,-6.317260;37.851615,-6.317081;37.851615,-6.316903;37.851615,-6.316724;37.851615,-6.316546;37.851615,-6.316367;37.851615,-6.316188;37.851615,-6.316010;37.851615,-6.315831;37.851615,-6.315653;37.851615,-6.315474;37.851615,-6.315296;37.851615,-6.315117;37.851615,-6.314938;37.851615,-6.314760;37.851615,-6.314581;37.851615,-6.314403;37.851615,-6.314224;37.851615,-6.314046;37.851615,-6.313867;37.851615,-6.313688;37.851615,-6.313510;37.851615,-6.313331;37.851615,-6.313153;37.851615,-6.312974;37.851615,-6.312796;37.851615,-6.312617;37.851615,-6.312438;37.851615,-6.312260;37.851615,-6.312081;37.851615,-6.311903;37.851615,-6.311724;37.851615,-6.311546;37.851615,-6.311367;37.851615,-6.311188;37.851615,-6.311010;37.851615,-6.310831;37.851615,-6.310653;37.851615,-6.310474;37.851615,-6.310296;37.851615,-6.310117;37.851615,-6.309938;37.851615,-6.309760;37.851615,-6.309581;37.851615,-6.309403;37.851615,-6.309224;37.851615,-6.309046;37.851615,-6.308867;37.851615,-6.308688;37.851615,-6.308510;37.851615,-6.308331;37.851615,-6.308153;37.851615,-6.307974;37.851615,-6.307796;37.851615,-6.307617;37.851615,-6.307438;37.851615,-6.307260;37.851615,-6.307081;37.851615,-6.306903;37.851615,-6.306724;37.851615,-6.306545;37.851615,-6.306367;37.851615,-6.306188;37.851615,-6.306010;37.851615,-6.305831;37.851615,-6.305653;37.851615,-6.305474;37.851615,-6.305295;37.851615,-6.305117;37.851615,-6.304938;37.851615,-6.304760;37.851615,-6.304581;37.851615,-6.304403;37.851615,-6.304224;37.851615,-6.304045;37.851615,-6.303867;37.851615,-6.303688;37.851615,-6.303510;37.851615,-6.303331;37.851615,-6.303153;37.851615,-6.302974;37.851615,-6.302795;37.851615,-6.302617;37.851615,-6.302438;37.851615,-6.302260;37.851615,-6.302081;37.851615,-6.301902;37.851615,-6.301724;37.851615,-6.301545;37.851615,-6.301367;37.851615,-6.301188;37.851615,-6.301010;37.851615,-6.300831;37.851615,-6.300652;37.851615,-6.300474;37.851615,-6.300295;37.851615,-6.300117;37.851615,-6.299938;37.851615,-6.299760;37.851615,-6.299581;37.851615,-6.299402;37.851615,-6.299224;37.851615,-6.299045;37.851615,-6.298867;37.851615,-6.298688;37.851615,-6.298510;37.851615,-6.298331;37.851615,-6.298152;37.851615,-6.297974;37.851615,-6.297795;37.851615,-6.297617;37.851615,-6.297438;37.851615,-6.297259;37.851615,-6.297081;37.851615,-6.296902;37.851615,-6.296724;37.851615,-6.296545;37.851615,-6.296367;37.851615,-6.296188;37.851615,-6.296009;37.851615,-6.295831;37.851615,-6.295652;37.851615,-6.295474;37.851615,-6.295295;37.851615,-6.295117;37.851615,-6.294938;37.851615,-6.294759;37.851615,-6.294581;37.851615,-6.294402;37.851615,-6.294224;37.851615,-6.294045;37.851615,-6.293866;37.851615,-6.293688;37.851615,-6.293509;37.851615,-6.293331;37.851615,-6.293152;37.851615,-6.292974;37.851615,-6.292795;37.851615,-6.292616;37.851615,-6.292438;37.851615,-6.292259;37.851615,-6.292081;37.851615,-6.291902;37.851615,-6.291723;37.851615,-6.291545;37.851615,-6.291366;37.851615,-6.291188;37.851615,-6.291009;37.851615,-6.290831;37.851615,-6.290652;37.851615,-6.290473;37.851615,-6.290295;37.851615,-6.290116;37.851615,-6.289938;37.851615,-6.289759;37.851615,-6.289581;37.851615,-6.289402;37.851615,-6.289223;37.851615,-6.289045;37.851615,-6.288866;37.851615,-6.288688;37.851615,-6.288509;37.851615,-6.288330;37.851615,-6.288152;37.851615,-6.287973;37.851615,-6.287795;37.851615,-6.287616;37.851615,-6.287438;37.851615,-6.287259;37.851615,-6.287080;37.851615,-6.286902;37.851615,-6.286723;37.851615,-6.286545;37.851615,-6.286366;37.851615,-6.286187;37.851615,-6.286009;37.851615,-6.285830;37.851615,-6.285652;37.851615,-6.285473;37.851615,-6.285295;37.851615,-6.285116;37.851615,-6.284937;37.851615,-6.284759;37.851615,-6.284580;37.851615,-6.284402;37.851615,-6.284223;37.851615,-6.284044;37.851615,-6.283866;37.851615,-6.283687;37.851615,-6.283509;37.851615,-6.283330;37.851615,-6.283152;37.851615,-6.282973;37.851615,-6.282794;37.851615,-6.282616;37.851615,-6.282437;37.851615,-6.282259;37.851615,-6.282080;37.851615,-6.281901;37.851615,-6.281723;37.851615,-6.281544;37.851615,-6.281366;37.851615,-6.281187;37.851615,-6.281009;37.851615,-6.280830;37.851615,-6.280651;37.851615,-6.280473;37.851615,-6.280294;37.851615,-6.280116;37.851615,-6.279937;37.851615,-6.279758;37.851615,-6.279580;37.851615,-6.279401;37.851615,-6.279223;37.851615,-6.279044;37.851615,-6.278866;37.851615,-6.278687;37.851615,-6.278508;37.851615,-6.278330;37.851615,-6.278151;37.851615,-6.277973;37.851615,-6.277794;37.851615,-6.277615;37.851615,-6.277437;37.851615,-6.277258;37.851615,-6.277080;37.851615,-6.276901;37.851615,-6.276722;37.851615,-6.276544;37.851615,-6.276365;37.851615,-6.276187;37.851615,-6.276008;37.851615,-6.275830;37.851615,-6.275651;37.851615,-6.275472;37.851615,-6.275294;37.851615,-6.275115;37.851615,-6.274937;37.851615,-6.274758;37.851615,-6.274579;37.851615,-6.274401;37.851615,-6.274222;37.851615,-6.274044;37.851615,-6.273865;37.851615,-6.273687;37.851615,-6.273508;37.851615,-6.273329;37.851615,-6.273151;37.851615,-6.272972;37.851615,-6.272794;37.851615,-6.272615;37.851615,-6.272436;37.851615,-6.272258;37.851615,-6.272079;37.851615,-6.271901;37.851615,-6.271722;37.851615,-6.271543;37.851615,-6.271365;37.851615,-6.271186;37.851615,-6.271008;37.851615,-6.270829;37.851615,-6.270651;37.851615,-6.270472;37.851615,-6.270293;37.851615,-6.270115;37.851615,-6.269936;37.851615,-6.269758;37.851615,-6.269579;37.851615,-6.269400;37.851615,-6.269222;37.851615,-6.269043;37.851615,-6.268865;37.851615,-6.268686;37.851615,-6.268507;37.851615,-6.268329;37.851615,-6.268150;37.851615,-6.267972;37.851615,-6.267793;37.851615,-6.267615;37.851615,-6.267436;37.851615,-6.267257;37.851615,-6.267079;37.851615,-6.266900;37.851615,-6.266722;37.851615,-6.266543;37.851615,-6.266364;37.851615,-6.266186;37.851615,-6.266007;37.851615,-6.265829;37.851615,-6.265650;37.851615,-6.265471;37.851615,-6.265293;37.851615,-6.265114;37.851615,-6.264936;37.851615,-6.264757;37.851615,-6.264578;37.851615,-6.264400;37.851615,-6.264221;37.851615,-6.264043;37.851615,-6.263864;37.851615,-6.263686;37.851615,-6.263507;37.851615,-6.263328;37.851615,-6.263150;37.851615,-6.262971;37.851615,-6.262793;37.851615,-6.262614;37.851615,-6.262435;37.851615,-6.262257;37.851615,-6.262078;
37.851435,-6.332260;37.851435,-6.332081;37.851435,-6.331903;37.851435,-6.331724;37.851435,-6.331545;37.851435,-6.331367;37.851435,-6.331188;37.851435,-6.331010;37.851435,-6.330831;37.851435,-6.330653;37.851435,-6.330474;37.851435,-6.330296;37.851435,-6.330117;37.851435,-6.329938;37.851435,-6.329760;37.851435,-6.329581;37.851435,-6.329403;37.851435,-6.329224;37.851435,-6.329046;37.851435,-6.328867;37.851435,-6.328688;37.851435,-6.328510;37.851435,-6.328331;37.851435,-6.328153;37.851435,-6.327974;37.851435,-6.327796;37.851435,-6.327617;37.851435,-6.327438;37.851435,-6.327260;37.851435,-6.327081;37.851435,-6.326903;37.851435,-6.326724;37.851435,-6.326546;37.851435,-6.326367;37.851435,-6.326188;37.851435,-6.326010;37.851435,-6.325831;37.851435,-6.325653;37.851435,-6.325474;37.851435,-6.325296;37.851435,-6.325117;37.851435,-6.324938;37.851435,-6.324760;37.851435,-6.324581;37.851435,-6.324403;37.851435,-6.324224;37.851435,-6.324046;37.851435,-6.323867;37.851435,-6.323688;37.851435,-6.323510;37.851435,-6.323331;37.851435,-6.323153;37.851435,-6.322974;37.851435,-6.322796;37.851435,-6.322617;37.851435,-6.322438;37.851435,-6.322260;37.851435,-6.322081;37.851435,-6.321903;37.851435,-6.321724;37.851435,-6.321546;37.851435,-6.321367;37.851435,-6.321188;37.851435,-6.321010;37.851435,-6.320831;37.851435,-6.320653;37.851435,-6.320474;37.851435,-6.320296;37.851435,-6.320117;37.851435,-6.319939;37.851435,-6.319760;37.851435,-6.319581;37.851435,-6.319403;37.851435,-6.319224;37.851435,-6.319046;37.851435,-6.318867;37.851435,-6.318689;37.851435,-6.318510;37.851435,-6.318331;37.851435,-6.318153;37.851435,-6.317974;37.851435,-6.317796;37.851435,-6.317617;37.851435,-6.317438;37.851435,-6.317260;37.851435,-6.317081;37.851435,-6.316903;37.851435,-6.316724;37.851435,-6.316546;37.851435,-6.316367;37.851435,-6.316188;37.851435,-6.316010;37.851435,-6.315831;37.851435,-6.315653;37.851435,-6.315474;37.851435,-6.315296;37.851435,-6.315117;37.851435,-6.314938;37.851435,-6.314760;37.851435,-6.314581;37.851435,-6.314403;37.851435,-6.314224;37.851435,-6.314046;37.851435,-6.313867;37.851435,-6.313688;37.851435,-6.313510;37.851435,-6.313331;37.851435,-6.313153;37.851435,-6.312974;37.851435,-6.312796;37.851435,-6.312617;37.851435,-6.312438;37.851435,-6.312260;37.851435,-6.312081;37.851435,-6.311903;37.851435,-6.311724;37.851435,-6.311546;37.851435,-6.311367;37.851435,-6.311188;37.851435,-6.311010;37.851435,-6.310831;37.851435,-6.310653;37.851435,-6.310474;37.851435,-6.310296;37.851435,-6.310117;37.851435,-6.309938;37.851435,-6.309760;37.851435,-6.309581;37.851435,-6.309403;37.851435,-6.309224;37.851435,-6.309046;37.851435,-6.308867;37.851435,-6.308688;37.851435,-6.308510;37.851435,-6.308331;37.851435,-6.308153;37.851435,-6.307974;37.851435,-6.307796;37.851435,-6.307617;37.851435,-6.307438;37.851435,-6.307260;37.851435,-6.307081;37.851435,-6.306903;37.851435,-6.306724;37.851435,-6.306545;37.851435,-6.306367;37.851435,-6.306188;37.851435,-6.306010;37.851435,-6.305831;37.851435,-6.305653;37.851435,-6.305474;37.851435,-6.305295;37.851435,-6.305117;37.851435,-6.304938;37.851435,-6.304760;37.851435,-6.304581;37.851435,-6.304403;37.851435,-6.304224;37.851435,-6.304045;37.851435,-6.303867;37.851435,-6.303688;37.851435,-6.303510;37.851435,-6.303331;37.851435,-6.303153;37.851435,-6.302974;37.851435,-6.302795;37.851435,-6.302617;37.851435,-6.302438;37.851435,-6.302260;37.851435,-6.302081;37.851435,-6.301902;37.851435,-6.301724;37.851435,-6.301545;37.851435,-6.301367;37.851435,-6.301188;37.851435,-6.301010;37.851435,-6.300831;37.851435,-6.300652;37.851435,-6.300474;37.851435,-6.300295;37.851435,-6.300117;37.851435,-6.299938;37.851435,-6.299760;37.851435,-6.299581;37.851435,-6.299402;37.851435,-6.299224;37.851435,-6.299045;37.851435,-6.298867;37.851435,-6.298688;37.851435,-6.298510;37.851435,-6.298331;37.851435,-6.298152;37.851435,-6.297974;37.851435,-6.297795;37.851435,-6.297617;37.851435,-6.297438;37.851435,-6.297259;37.851435,-6.297081;37.851435,-6.296902;37.851435,-6.296724;37.851435,-6.296545;37.851435,-6.296367;37.851435,-6.296188;37.851435,-6.296009;37.851435,-6.295831;37.851435,-6.295652;37.851435,-6.295474;37.851435,-6.295295;37.851435,-6.295117;37.851435,-6.294938;37.851435,-6.294759;37.851435,-6.294581;37.851435,-6.294402;37.851435,-6.294224;37.851435,-6.294045;37.851435,-6.293866;37.851435,-6.293688;37.851435,-6.293509;37.851435,-6.293331;37.851435,-6.293152;37.851435,-6.292974;37.851435,-6.292795;37.851435,-6.292616;37.851435,-6.292438;37.851435,-6.292259;37.851435,-6.292081;37.851435,-6.291902;37.851435,-6.291723;37.851435,-6.291545;37.851435,-6.291366;37.851435,-6.291188;37.851435,-6.291009;37.851435,-6.290831;37.851435,-6.290652;37.851435,-6.290473;37.851435,-6.290295;37.851435,-6.290116;37.851435,-6.289938;37.851435,-6.289759;37.851435,-6.289581;37.851435,-6.289402;37.851435,-6.289223;37.851435,-6.289045;37.851435,-6.288866;37.851435,-6.288688;37.851435,-6.288509;37.851435,-6.288330;37.851435,-6.288152;37.851435,-6.287973;37.851435,-6.287795;37.851435,-6.287616;37.851435,-6.287438;37.851435,-6.287259;37.851435,-6.287080;37.851435,-6.286902;37.851435,-6.286723;37.851435,-6.286545;37.851435,-6.286366;37.851435,-6.286187;37.851435,-6.286009;37.851435,-6.285830;37.851435,-6.285652;37.851435,-6.285473;37.851435,-6.285295;37.851435,-6.285116;37.851435,-6.284937;37.851435,-6.284759;37.851435,-6.284580;37.851435,-6.284402;37.851435,-6.284223;37.851435,-6.284044;37.851435,-6.283866;37.851435,-6.283687;37.851435,-6.283509;37.851435,-6.283330;37.851435,-6.283152;37.851435,-6.282973;37.851435,-6.282794;37.851435,-6.282616;37.851435,-6.282437;37.851435,-6.282259;37.851435,-6.282080;37.851435,-6.281901;37.851435,-6.281723;37.851435,-6.281544;37.851435,-6.281366;37.851435,-6.281187;37.851435,-6.281009;37.851435,-6.280830;37.851435,-6.280651;37.851435,-6.280473;37.851435,-6.280294;37.851435,-6.280116;37.851435,-6.279937;37.851435,-6.279758;37.851435,-6.279580;37.851435,-6.279401;37.851435,-6.279223;37.851435,-6.279044;37.851435,-6.278866;37.851435,-6.278687;37.851435,-6.278508;37.851435,-6.278330;37.851435,-6.278151;37.851435,-6.277973;37.851435,-6.277794;37.851435,-6.277615;37.851435,-6.277437;37.851435,-6.277258;37.851435,-6.277080;37.851435,-6.276901;37.851435,-6.276722;37.851435,-6.276544;37.851435,-6.276365;37.851435,-6.276187;37.851435,-6.276008;37.851435,-6.275830;37.851435,-6.275651;37.851435,-6.275472;37.851435,-6.275294;37.851435,-6.275115;37.851435,-6.274937;37.851435,-6.274758;37.851435,-6.274579;37.851435,-6.274401;37.851435,-6.274222;37.851435,-6.274044;37.851435,-6.273865;37.851435,-6.273687;37.851435,-6.273508;37.851435,-6.273329;37.851435,-6.273151;37.851435,-6.272972;37.851435,-6.272794;37.851435,-6.272615;37.851435,-6.272436;37.851435,-6.272258;37.851435,-6.272079;37.851435,-6.271901;37.851435,-6.271722;37.851435,-6.271543;37.851435,-6.271365;37.851435,-6.271186;37.851435,-6.271008;37.851435,-6.270829;37.851435,-6.270651;37.851435,-6.270472;37.851435,-6.270293;37.851435,-6.270115;37.851435,-6.269936;37.851435,-6.269758;37.851435,-6.269579;37.851435,-6.269400;37.851435,-6.269222;37.851435,-6.269043;37.851435,-6.268865;37.851435,-6.268686;37.851435,-6.268507;37.851435,-6.268329;37.851435,-6.268150;37.851435,-6.267972;37.851435,-6.267793;37.851435,-6.267615;37.851435,-6.267436;37.851435,-6.267257;37.851435,-6.267079;37.851435,-6.266900;37.851435,-6.266722;37.851435,-6.266543;37.851435,-6.266364;37.851435,-6.266186;37.851435,-6.266007;37.851435,-6.265829;37.851435,-6.265650;37.851435,-6.265471;37.851435,-6.265293;37.851435,-6.265114;37.851435,-6.264936;37.851435,-6.264757;37.851435,-6.264578;37.851435,-6.264400;37.851435,-6.264221;37.851435,-6.264043;37.851435,-6.263864;37.851435,-6.263686;37.851435,-6.263507;37.851435,-6.263328;37.851435,-6.263150;37.851435,-6.262971;37.851435,-6.262793;37.851435,-6.262614;37.851435,-6.262435;37.851435,-6.262257;37.851435,-6.262078;
37.851256,-6.332260;37.851256,-6.332081;37.851256,-6.331903;37.851256,-6.331724;37.851256,-6.331545;37.851256,-6.331367;37.851256,-6.331188;37.851256,-6.331010;37.851256,-6.330831;37.851256,-6.330653;37.851256,-6.330474;37.851256,-6.330296;37.851256,-6.330117;37.851256,-6.329938;37.851256,-6.329760;37.851256,-6.329581;37.851256,-6.329403;37.851256,-6.329224;37.851256,-6.329046;37.851256,-6.328867;37.851256,-6.328688;37.851256,-6.328510;37.851256,-6.328331;37.851256,-6.328153;37.851256,-6.327974;37.851256,-6.327796;37.851256,-6.327617;37.851256,-6.327438;37.851256,-6.327260;37.851256,-6.327081;37.851256,-6.326903;37.851256,-6.326724;37.851256,-6.326546;37.851256,-6.326367;37.851256,-6.326188;37.851256,-6.326010;37.851256,-6.325831;37.851256,-6.325653;37.851256,-6.325474;37.851256,-6.325296;37.851256,-6.325117;37.851256,-6.324938;37.851256,-6.324760;37.851256,-6.324581;37.851256,-6.324403;37.851256,-6.324224;37.851256,-6.324046;37.851256,-6.323867;37.851256,-6.323688;37.851256,-6.323510;37.851256,-6.323331;37.851256,-6.323153;37.851256,-6.322974;37.851256,-6.322796;37.851256,-6.322617;37.851256,-6.322438;37.851256,-6.322260;37.851256,-6.322081;37.851256,-6.321903;37.851256,-6.321724;37.851256,-6.321546;37.851256,-6.321367;37.851256,-6.321188;37.851256,-6.321010;37.851256,-6.320831;37.851256,-6.320653;37.851256,-6.320474;37.851256,-6.320296;37.851256,-6.320117;37.851256,-6.319939;37.851256,-6.319760;37.851256,-6.319581;37.851256,-6.319403;37.851256,-6.319224;37.851256,-6.319046;37.851256,-6.318867;37.851256,-6.318689;37.851256,-6.318510;37.851256,-6.318331;37.851256,-6.318153;37.851256,-6.317974;37.851256,-6.317796;37.851256,-6.317617;37.851256,-6.317438;37.851256,-6.317260;37.851256,-6.317081;37.851256,-6.316903;37.851256,-6.316724;37.851256,-6.316546;37.851256,-6.316367;37.851256,-6.316188;37.851256,-6.316010;37.851256,-6.315831;37.851256,-6.315653;37.851256,-6.315474;37.851256,-6.315296;37.851256,-6.315117;37.851256,-6.314938;37.851256,-6.314760;37.851256,-6.314581;37.851256,-6.314403;37.851256,-6.314224;37.851256,-6.314046;37.851256,-6.313867;37.851256,-6.313688;37.851256,-6.313510;37.851256,-6.313331;37.851256,-6.313153;37.851256,-6.312974;37.851256,-6.312796;37.851256,-6.312617;37.851256,-6.312438;37.851256,-6.312260;37.851256,-6.312081;37.851256,-6.311903;37.851256,-6.311724;37.851256,-6.311546;37.851256,-6.311367;37.851256,-6.311188;37.851256,-6.311010;37.851256,-6.310831;37.851256,-6.310653;37.851256,-6.310474;37.851256,-6.310296;37.851256,-6.310117;37.851256,-6.309938;37.851256,-6.309760;37.851256,-6.309581;37.851256,-6.309403;37.851256,-6.309224;37.851256,-6.309046;37.851256,-6.308867;37.851256,-6.308688;37.851256,-6.308510;37.851256,-6.308331;37.851256,-6.308153;37.851256,-6.307974;37.851256,-6.307796;37.851256,-6.307617;37.851256,-6.307438;37.851256,-6.307260;37.851256,-6.307081;37.851256,-6.306903;37.851256,-6.306724;37.851256,-6.306545;37.851256,-6.306367;37.851256,-6.306188;37.851256,-6.306010;37.851256,-6.305831;37.851256,-6.305653;37.851256,-6.305474;37.851256,-6.305295;37.851256,-6.305117;37.851256,-6.304938;37.851256,-6.304760;37.851256,-6.304581;37.851256,-6.304403;37.851256,-6.304224;37.851256,-6.304045;37.851256,-6.303867;37.851256,-6.303688;37.851256,-6.303510;37.851256,-6.303331;37.851256,-6.303153;37.851256,-6.302974;37.851256,-6.302795;37.851256,-6.302617;37.851256,-6.302438;37.851256,-6.302260;37.851256,-6.302081;37.851256,-6.301902;37.851256,-6.301724;37.851256,-6.301545;37.851256,-6.301367;37.851256,-6.301188;37.851256,-6.301010;37.851256,-6.300831;37.851256,-6.300652;37.851256,-6.300474;37.851256,-6.300295;37.851256,-6.300117;37.851256,-6.299938;37.851256,-6.299760;37.851256,-6.299581;37.851256,-6.299402;37.851256,-6.299224;37.851256,-6.299045;37.851256,-6.298867;37.851256,-6.298688;37.851256,-6.298510;37.851256,-6.298331;37.851256,-6.298152;37.851256,-6.297974;37.851256,-6.297795;37.851256,-6.297617;37.851256,-6.297438;37.851256,-6.297259;37.851256,-6.297081;37.851256,-6.296902;37.851256,-6.296724;37.851256,-6.296545;37.851256,-6.296367;37.851256,-6.296188;37.851256,-6.296009;37.851256,-6.295831;37.851256,-6.295652;37.851256,-6.295474;37.851256,-6.295295;37.851256,-6.295117;37.851256,-6.294938;37.851256,-6.294759;37.851256,-6.294581;37.851256,-6.294402;37.851256,-6.294224;37.851256,-6.294045;37.851256,-6.293866;37.851256,-6.293688;37.851256,-6.293509;37.851256,-6.293331;37.851256,-6.293152;37.851256,-6.292974;37.851256,-6.292795;37.851256,-6.292616;37.851256,-6.292438;37.851256,-6.292259;37.851256,-6.292081;37.851256,-6.291902;37.851256,-6.291723;37.851256,-6.291545;37.851256,-6.291366;37.851256,-6.291188;37.851256,-6.291009;37.851256,-6.290831;37.851256,-6.290652;37.851256,-6.290473;37.851256,-6.290295;37.851256,-6.290116;37.851256,-6.289938;37.851256,-6.289759;37.851256,-6.289581;37.851256,-6.289402;37.851256,-6.289223;37.851256,-6.289045;37.851256,-6.288866;37.851256,-6.288688;37.851256,-6.288509;37.851256,-6.288330;37.851256,-6.288152;37.851256,-6.287973;37.851256,-6.287795;37.851256,-6.287616;37.851256,-6.287438;37.851256,-6.287259;37.851256,-6.287080;37.851256,-6.286902;37.851256,-6.286723;37.851256,-6.286545;37.851256,-6.286366;37.851256,-6.286187;37.851256,-6.286009;37.851256,-6.285830;37.851256,-6.285652;37.851256,-6.285473;37.851256,-6.285295;37.851256,-6.285116;37.851256,-6.284937;37.851256,-6.284759;37.851256,-6.284580;37.851256,-6.284402;37.851256,-6.284223;37.851256,-6.284044;37.851256,-6.283866;37.851256,-6.283687;37.851256,-6.283509;37.851256,-6.283330;37.851256,-6.283152;37.851256,-6.282973;37.851256,-6.282794;37.851256,-6.282616;37.851256,-6.282437;37.851256,-6.282259;37.851256,-6.282080;37.851256,-6.281901;37.851256,-6.281723;37.851256,-6.281544;37.851256,-6.281366;37.851256,-6.281187;37.851256,-6.281009;37.851256,-6.280830;37.851256,-6.280651;37.851256,-6.280473;37.851256,-6.280294;37.851256,-6.280116;37.851256,-6.279937;37.851256,-6.279758;37.851256,-6.279580;37.851256,-6.279401;37.851256,-6.279223;37.851256,-6.279044;37.851256,-6.278866;37.851256,-6.278687;37.851256,-6.278508;37.851256,-6.278330;37.851256,-6.278151;37.851256,-6.277973;37.851256,-6.277794;37.851256,-6.277615;37.851256,-6.277437;37.851256,-6.277258;37.851256,-6.277080;37.851256,-6.276901;37.851256,-6.276722;37.851256,-6.276544;37.851256,-6.276365;37.851256,-6.276187;37.851256,-6.276008;37.851256,-6.275830;37.851256,-6.275651;37.851256,-6.275472;37.851256,-6.275294;37.851256,-6.275115;37.851256,-6.274937;37.851256,-6.274758;37.851256,-6.274579;37.851256,-6.274401;37.851256,-6.274222;37.851256,-6.274044;37.851256,-6.273865;37.851256,-6.273687;37.851256,-6.273508;37.851256,-6.273329;37.851256,-6.273151;37.851256,-6.272972;37.851256,-6.272794;37.851256,-6.272615;37.851256,-6.272436;37.851256,-6.272258;37.851256,-6.272079;37.851256,-6.271901;37.851256,-6.271722;37.851256,-6.271543;37.851256,-6.271365;37.851256,-6.271186;37.851256,-6.271008;37.851256,-6.270829;37.851256,-6.270651;37.851256,-6.270472;37.851256,-6.270293;37.851256,-6.270115;37.851256,-6.269936;37.851256,-6.269758;37.851256,-6.269579;37.851256,-6.269400;37.851256,-6.269222;37.851256,-6.269043;37.851256,-6.268865;37.851256,-6.268686;37.851256,-6.268507;37.851256,-6.268329;37.851256,-6.268150;37.851256,-6.267972;37.851256,-6.267793;37.851256,-6.267615;37.851256,-6.267436;37.851256,-6.267257;37.851256,-6.267079;37.851256,-6.266900;37.851256,-6.266722;37.851256,-6.266543;37.851256,-6.266364;37.851256,-6.266186;37.851256,-6.266007;37.851256,-6.265829;37.851256,-6.265650;37.851256,-6.265471;37.851256,-6.265293;37.851256,-6.265114;37.851256,-6.264936;37.851256,-6.264757;37.851256,-6.264578;37.851256,-6.264400;37.851256,-6.264221;37.851256,-6.264043;37.851256,-6.263864;37.851256,-6.263686;37.851256,-6.263507;37.851256,-6.263328;37.851256,-6.263150;37.851256,-6.262971;37.851256,-6.262793;37.851256,-6.262614;37.851256,-6.262435;37.851256,-6.262257;37.851256,-6.262078;
