,Vcc,airspeed,alt,alt_error,altgps,armed,bat_temp,bat_voltage,battery %,climb,current,differential_pressure,ekf,groundspeed,heading,lat,lon,mode,nav_bearing,nav_pitch,nav_roll,pitch,pitchspeed,pressure,pressure_temperature,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,roll,rollspeed,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8,state,throttle,wp_dist,xacc,xgyro,xmag,yacc,yaw,yawspeed,ygyro,ymag,zacc,zgyro,zmag
1152622,,,,,,,,,,,,,,,,,,,,,,0.003136809915304184,0.0003760051913559437,,,,,,,,,,,-0.02778252772986889,0.0008913837373256683,,,,,,,,,,,,,,,,-0.3396027386188507,-0.0015947502106428146,,,,,
1152622,,,,,-180,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152622,,,,,,0,,,,,,,0,,,,,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,STANDBY,,,,,,,,,,,,,
1152622,4782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152622,,,,0.18273118138313293,,,,,,,,,,,,,,,-19.0,0.1794043630361557,-1.5918971300125122,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1152622,,0.0,-0.17000000178813934,,,,,,,-0.005646769888699055,,,,0.11340361833572388,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
1152628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1152630,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,
1152632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,-26,0,31,,,28,0,-1001,-25,0
1152632,,,,,,,,,,,,0.0,,,,,,,,,,,,1026.4000244140625,2508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152632,,,,,,,32767.0,14405.0,99.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153622,,,,,,,,,,,,,,,,,,,,,,0.0030578821897506714,0.0006250864826142788,,,,,,,,,,,-0.027832113206386566,0.0014431700110435486,,,,,,,,,,,,,,,,-0.33953624963760376,-0.0017591516952961683,,,,,
1153622,,,,,-170,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153622,,,,,,0,,,,,,,0,,,,,ALT_HOLD,,,,,,,,,,,,,,,,,,,,,,,,,,STANDBY,,,,,,,,,,,,,
1153622,4784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153622,,,,0.0,,,,,,,,,,,,,,,-19.0,0.17531058192253113,-1.5944269895553589,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1153622,,0.0,-0.17999999225139618,,,,,,,-0.008204826153814793,,,,0.11436878144741058,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
1153626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1153627,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,
1153628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,-24,0,21,,,25,0,-999,-35,0
1153628,,,,,,,,,,,,0.0,,,,,,,,,,,,1026.5999755859375,2508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
