,Vcc,airspeed,alt,alt_error,altgps,armed,bat_temp,bat_voltage,battery %,climb,current,differential_pressure,ekf,groundspeed,heading,lat,lon,mode,nav_bearing,nav_pitch,nav_roll,pitch,pitchspeed,pressure,pressure_temperature,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,roll,rollspeed,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8,state,throttle,wp_dist,xacc,xgyro,xmag,yacc,yaw,yawspeed,ygyro,ymag,zacc,zgyro,zmag
1267624,,,,,,,,,,,,,,,,,,,,,,0.002366849686950445,0.0003884448669850826,,,,,,,,,,,-0.028945887461304665,0.0015714503824710846,,,,,,,,,,,,,,,,-0.35774824023246765,-0.0020628035999834538,,,,,
1267624,,,,,-180,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267624,,,,,,0,,,,,,,0,,,,,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,STANDBY,,,,,,,,,,,,,
1267624,4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267624,,,,0.19187186658382416,,,,,,,,,,,,,,,-20.0,0.13570676743984222,-1.6584867238998413,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1267624,,0.0,-0.17999999225139618,,,,,,,-0.0066415839828550816,,,,0.07769741863012314,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
1267628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1267628,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,
1267630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,-27,0,14,,,30,0,-1004,-34,0
1267630,,,,,,,,,,,,0.0,,,,,,,,,,,,1027.2999267578125,2530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267630,,,,,,,32767.0,14396.0,99.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268820,,,,,,,,,,,,,,,,,,,,,,0.0023671335075050592,0.0007974398322403431,,,,,,,,,,,-0.029185092076659203,0.0006086230278015137,,,,,,,,,,,,,,,,-0.35777318477630615,-0.002666646149009466,,,,,
1268820,,,,,-180,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268820,,,,,,0,,,,,,,0,,,,,ALT_HOLD,,,,,,,,,,,,,,,,,,,,,,,,,,STANDBY,,,,,,,,,,,,,
1268820,4784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268820,,,,0.0,,,,,,,,,,,,,,,-20.0,0.13562674820423126,-1.6721824407577515,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
1268820,,0.0,-0.17999999225139618,,,,,,,-0.004999150056391954,,,,0.0739285945892334,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
1268822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,
1268822,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,
1268822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,-27,0,35,,,32,0,-994,-36,0
1268824,,,,,,,,,,,,0.0,,,,,,,,,,,,1027.0999755859375,2530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268824,,,,,,,32767.0,14397.0,99.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269220,,,,,,,,,,,,,,,,,,,,,,0.002354763448238373,0.00021409010514616966,,,,,,,,,,,-0.029232347384095192,0.0010797679424285889,,,,,,,,,,,,,,,,-0.35775068402290344,-0.0021968339569866657,,,,,
